Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Sub-Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,PPU Before Discount,Profit Margin,Dispatch time,Shipping Cost,"c_name, city, state",High / Low / Loss
2017-04-21,CA-2017-136924,8,Erin Smith,Corporate,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,LG,Tucson,Arizona,West,2017-05-01,First Class,0.20,38.00,0.10,381.00,59.53,0.10,10,23.80,Erin SmithTucson,High
2017-04-21,CA-2017-136994,2,Lynn Smith,Consumer,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Wirebound,Los Angeles,California,West,2017-04-25,Standard Class,0.00,6.00,0.46,13.00,6.50,0.46,4,14.86,Lynn SmithLos Angeles,Low
2017-04-21,CA-2017-137043,3,Logan Currie,Consumer,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,Electrix,Springfield,Virginia,South,2017-04-28,Second Class,0.00,83.00,0.29,286.00,95.33,0.29,7,8.55,Logan CurrieSpringfield,High
2017-04-21,CA-2017-137043,6,Logan Currie,Consumer,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,Electrix,Springfield,Virginia,South,2017-04-28,Second Class,0.00,166.00,0.29,573.00,95.50,0.29,7,8.55,Logan CurrieSpringfield,High
2017-04-22,CA-2017-137050,3,Steven Ward,Corporate,Acco Hanging Data Binders,Office Supplies,Binders,Acco,New York City,New York,East,2017-04-24,Second Class,0.20,3.00,0.35,9.00,3.75,0.33,2,0.94,Steven WardNew York City,Low
2017-04-22,CA-2017-137050,2,Steven Ward,Corporate,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,Pressboard,New York City,New York,East,2017-04-24,Second Class,0.20,3.00,0.34,9.00,5.63,0.33,2,0.94,Steven WardNew York City,Low
2017-04-22,CA-2017-137050,1,Steven Ward,Corporate,"Personal Folder Holder, Ebony",Office Supplies,Storage,Other,New York City,New York,East,2017-04-24,Second Class,0.00,3.00,0.30,11.00,11.00,0.27,2,0.94,Steven WardNew York City,Low
2017-04-22,CA-2017-137050,7,Steven Ward,Corporate,Ideal Clamps,Office Supplies,Fasteners,Other,New York City,New York,East,2017-04-24,Second Class,0.00,7.00,0.49,14.00,2.00,0.50,2,0.94,Steven WardNew York City,Low
2017-04-22,CA-2017-137050,7,Steven Ward,Corporate,Newell 315,Office Supplies,Art,Newell,New York City,New York,East,2017-04-24,Second Class,0.00,10.00,0.25,42.00,6.00,0.24,2,0.94,Steven WardNew York City,Low
2017-04-22,CA-2017-137050,4,Steven Ward,Corporate,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,O'Sullivan,New York City,New York,East,2017-04-24,Second Class,0.20,22.00,0.04,579.00,180.94,0.04,2,0.94,Steven WardNew York City,High
2017-04-22,CA-2017-137127,3,Jennifer Jackson,Consumer,Avery 518,Office Supplies,Labels,Avery,Newark,Delaware,East,2017-04-29,Standard Class,0.00,5.00,0.48,9.00,3.00,0.56,7,14.31,Jennifer JacksonNewark,Low
2017-04-22,CA-2017-137176,4,Daniel Byrd,Home Office,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,Eldon,Dallas,Texas,Central,2017-05-03,Second Class,0.60,-12.00,-0.80,15.00,9.38,-0.80,11,4.00,Daniel ByrdDallas,Loss
2017-04-22,CA-2017-137204,2,Bill Overfelt,Corporate,"Global Stack Chair without Arms, Black",Furniture,Chairs,Global,Los Angeles,California,West,2017-04-27,Standard Class,0.20,3.00,0.06,42.00,26.25,0.07,5,14.86,Bill OverfeltLos Angeles,Low
2017-04-22,CA-2017-137239,2,Craig Reiter,Consumer,Avery Durable Poly Binders,Office Supplies,Binders,Avery,Columbus,Ohio,East,2017-04-24,Standard Class,0.70,-3.00,-0.80,3.00,5.00,-1.00,2,6.86,Craig ReiterColumbus,Loss
2017-04-23,CA-2017-137239,2,Craig Reiter,Consumer,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,Tripp Lite,Columbus,Ohio,East,2017-04-24,Standard Class,0.20,9.00,0.07,114.00,71.25,0.08,1,6.86,Craig ReiterColumbus,Low
2017-04-23,CA-2017-137239,2,Craig Reiter,Consumer,Airmail Envelopes,Office Supplies,Envelopes,Other,Columbus,Ohio,East,2017-04-24,Standard Class,0.20,45.00,0.34,134.00,83.75,0.34,1,6.86,Craig ReiterColumbus,High
2017-04-23,CA-2017-137330,7,Ken Black,Corporate,Newell 318,Office Supplies,Art,Newell,Fremont,Nebraska,Central,2017-04-27,Standard Class,0.00,5.00,0.26,19.00,2.71,0.26,4,8.90,Ken BlackFremont,Low
2017-04-23,CA-2017-137330,7,Ken Black,Corporate,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Acco,Fremont,Nebraska,Central,2017-04-27,Standard Class,0.00,16.00,0.26,60.00,8.57,0.27,4,8.90,Ken BlackFremont,Low
2017-04-23,CA-2017-137337,2,Giulietta Baptist,Consumer,Xerox 1993,Office Supplies,Paper,Xerox,New York City,New York,East,2017-05-02,Standard Class,0.00,6.00,0.49,13.00,6.50,0.46,9,10.09,Giulietta BaptistNew York City,Low
2017-04-23,CA-2017-137337,2,Giulietta Baptist,Consumer,Satellite Sectional Post Binders,Office Supplies,Binders,Other,New York City,New York,East,2017-05-02,Standard Class,0.20,23.00,0.33,69.00,43.13,0.33,9,10.09,Giulietta BaptistNew York City,Low
2017-04-23,CA-2017-137337,8,Giulietta Baptist,Consumer,Coloredge Poster Frame,Furniture,Furnishings,Other,New York City,New York,East,2017-05-02,Standard Class,0.00,44.00,0.39,114.00,14.25,0.39,9,10.09,Giulietta BaptistNew York City,High
2017-04-23,CA-2017-137393,4,Gene McClure,Consumer,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,Executive Impressions,Bakersfield,California,West,2017-04-30,Standard Class,0.00,14.00,0.34,42.00,10.50,0.33,7,11.15,Gene McClureBakersfield,Low
2017-04-24,CA-2017-137652,8,Edward Becker,Corporate,GBC VeloBinder Strips,Office Supplies,Binders,GBC,Cincinnati,Ohio,East,2017-05-05,First Class,0.70,-12.00,-0.67,18.00,7.50,-0.67,11,20.65,Edward BeckerCincinnati,Loss
2017-04-24,CA-2017-137673,8,Marina Lichtenstein,Corporate,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,HP,San Diego,California,West,2017-05-04,Standard Class,0.00,29.00,0.25,116.00,14.50,0.25,10,14.30,Marina LichtensteinSan Diego,Low
2017-04-24,CA-2017-137729,1,Barry Franz,Home Office,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,Other,Los Angeles,California,West,2017-04-25,Standard Class,0.00,1.00,0.17,6.00,6.00,0.17,1,14.86,Barry FranzLos Angeles,Low
2017-04-24,CA-2017-137729,3,Barry Franz,Home Office,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,Cisco,Los Angeles,California,West,2017-04-25,Standard Class,0.20,22.00,0.09,246.00,102.50,0.09,1,14.86,Barry FranzLos Angeles,High
2017-04-24,CA-2017-137736,7,Debra Catini,Consumer,Newell 315,Office Supplies,Art,Newell,Warner Robins,Georgia,South,2017-05-04,Standard Class,0.00,10.00,0.25,42.00,6.00,0.24,10,14.95,Debra CatiniWarner Robins,Low
2017-04-25,CA-2017-137743,4,Katherine Hughes,Consumer,Avery 498,Office Supplies,Labels,Avery,Chicago,Illinois,Central,2017-04-30,Standard Class,0.20,3.00,0.34,9.00,2.81,0.33,5,13.20,Katherine HughesChicago,Low
2017-04-25,CA-2017-137743,2,Katherine Hughes,Consumer,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,Tennsco,Chicago,Illinois,Central,2017-04-30,Standard Class,0.20,52.00,0.05,"1,037.00",648.13,0.05,5,13.20,Katherine HughesChicago,High
2017-04-25,CA-2017-137848,4,William Brown,Consumer,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,Other,New York City,New York,East,2017-05-03,Standard Class,0.00,8.00,0.46,17.00,4.25,0.47,8,10.09,William BrownNew York City,Low
2017-04-26,CA-2017-137848,3,William Brown,Consumer,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,Other,New York City,New York,East,2017-05-03,Standard Class,0.20,17.00,0.35,50.00,20.83,0.34,7,10.09,William BrownNew York City,Low
2017-04-28,CA-2017-137848,9,William Brown,Consumer,Xerox 1959,Office Supplies,Paper,Xerox,New York City,New York,East,2017-05-03,Standard Class,0.00,29.00,0.48,60.00,6.67,0.48,5,10.09,William BrownNew York City,Low
2017-04-28,CA-2017-137939,5,Pauline Johnson,Consumer,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,Other,Long Beach,New York,East,2017-05-05,Second Class,0.00,43.00,0.48,90.00,18.00,0.48,7,5.15,Pauline JohnsonLong Beach,High
2017-04-28,CA-2017-138037,5,Andy Reiter,Consumer,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,Avery,San Francisco,California,West,2017-05-03,Standard Class,0.20,10.00,0.35,27.00,6.75,0.37,5,10.99,Andy ReiterSan Francisco,Low
2017-04-28,CA-2017-138079,5,Anthony Johnson,Corporate,"Contract Clock, 14"", Brown",Furniture,Furnishings,Other,Seattle,Washington,West,2017-05-08,Standard Class,0.00,37.00,0.34,110.00,22.00,0.34,10,7.00,Anthony JohnsonSeattle,Low
2017-04-28,CA-2017-138233,3,Philip Fox,Consumer,Logitech Wireless Gaming Headset G930,Technology,Accessories,Logitech,Oakland,California,West,2017-04-29,Standard Class,0.00,178.00,0.37,480.00,160.00,0.37,1,8.79,Philip FoxOakland,High
2017-04-30,CA-2017-138282,8,Anna Häberlin,Corporate,Staple holder,Office Supplies,Appliances,Staple holder,Los Angeles,California,West,2017-05-03,Standard Class,0.00,24.00,0.27,88.00,11.00,0.27,3,14.86,Anna HäberlinLos Angeles,Low
2017-04-30,CA-2017-138478,6,Dennis Pardue,Home Office,Xerox 193,Office Supplies,Paper,Xerox,North Las Vegas,Nevada,West,2017-05-11,Second Class,0.00,18.00,0.49,36.00,6.00,0.50,11,6.54,Dennis PardueNorth Las Vegas,Low
2017-04-30,CA-2017-138478,3,Dennis Pardue,Home Office,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,Panasonic,North Las Vegas,Nevada,West,2017-05-11,Second Class,0.00,29.00,0.26,113.00,37.67,0.26,11,6.54,Dennis PardueNorth Las Vegas,Low
2017-05-01,CA-2017-138478,3,Dennis Pardue,Home Office,Ibico EPK-21 Electric Binding System,Office Supplies,Binders,Ibico,North Las Vegas,Nevada,West,2017-05-11,Second Class,0.20,"1,644.00",0.36,"4,536.00","1,890.00",0.36,10,6.54,Dennis PardueNorth Las Vegas,High
2017-05-01,CA-2017-138520,2,Jeremy Lonsdale,Consumer,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,Other,New York City,New York,East,2017-05-05,Standard Class,0.00,4.00,0.46,8.00,4.00,0.50,4,10.09,Jeremy LonsdaleNew York City,Low
2017-05-01,CA-2017-138520,4,Jeremy Lonsdale,Consumer,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Dixon,New York City,New York,East,2017-05-05,Standard Class,0.00,7.00,0.41,17.00,4.25,0.41,4,10.09,Jeremy LonsdaleNew York City,Low
2017-05-01,CA-2017-138520,5,Jeremy Lonsdale,Consumer,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,Adams,New York City,New York,East,2017-05-05,Standard Class,0.00,16.00,0.46,34.00,6.80,0.47,4,10.09,Jeremy LonsdaleNew York City,Low
2017-05-01,CA-2017-138520,6,Jeremy Lonsdale,Consumer,Sauder Barrister Bookcases,Furniture,Bookcases,Sauder,New York City,New York,East,2017-05-05,Standard Class,0.20,-5.00,-0.01,389.00,81.04,-0.01,4,10.09,Jeremy LonsdaleNew York City,Loss
2017-05-01,CA-2017-138583,3,Dennis Pardue,Home Office,BIC Liqua Brite Liner,Office Supplies,Art,BIC,Philadelphia,Pennsylvania,East,2017-05-09,Standard Class,0.20,3.00,0.20,17.00,7.08,0.18,8,7.98,Dennis ParduePhiladelphia,Low
2017-05-02,CA-2017-138597,3,Parhena Norris,Home Office,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,Hon,Omaha,Nebraska,Central,2017-05-04,First Class,0.00,113.00,0.20,564.00,188.00,0.20,2,17.89,Parhena NorrisOmaha,High
2017-05-02,CA-2017-138667,2,Mitch Webber,Consumer,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,Micro Innovations,Lancaster,Ohio,East,2017-05-09,Second Class,0.20,1.00,0.01,40.00,25.00,0.03,7,7.18,Mitch WebberLancaster,Low
2017-05-02,CA-2017-138688,2,Darrin Van Huff,Corporate,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,Universal,Los Angeles,California,West,2017-05-12,Second Class,0.00,7.00,0.47,15.00,7.50,0.47,10,6.70,Darrin Van HuffLos Angeles,Low
2017-05-02,CA-2017-138695,13,Kimberly Carter,Corporate,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,Other,Tallahassee,Florida,South,2017-05-08,Standard Class,0.20,19.00,0.31,62.00,5.96,0.31,6,12.47,Kimberly CarterTallahassee,Low
2017-05-02,CA-2017-138695,8,Kimberly Carter,Corporate,Novimex Fabric Task Chair,Furniture,Chairs,Novimex,Tallahassee,Florida,South,2017-05-08,Standard Class,0.20,-24.00,-0.06,390.00,60.94,-0.06,6,12.47,Kimberly CarterTallahassee,Loss
2017-05-02,CA-2017-138933,1,Jack Lebron,Consumer,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,Cardinal,Riverside,California,West,2017-05-11,First Class,0.20,1.00,0.35,4.00,5.00,0.25,9,16.50,Jack LebronRiverside,Low
2017-05-02,CA-2017-138968,2,Fred Chung,Corporate,Avery Round Ring Poly Binders,Office Supplies,Binders,Avery,San Francisco,California,West,2017-05-07,First Class,0.20,2.00,0.36,5.00,3.13,0.40,5,16.04,Fred ChungSan Francisco,Low
2017-05-02,CA-2017-138968,4,Fred Chung,Corporate,Global Comet Stacking Arm Chair,Furniture,Chairs,Global,San Francisco,California,West,2017-05-07,First Class,0.20,85.00,0.06,"1,352.00",422.50,0.06,5,16.04,Fred ChungSan Francisco,High
2017-05-02,CA-2017-139010,1,Matthew Clasen,Corporate,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,SanDisk,Los Angeles,California,West,2017-05-10,Second Class,0.00,1.00,0.06,13.00,13.00,0.08,8,6.70,Matthew ClasenLos Angeles,Low
2017-05-02,CA-2017-139010,4,Matthew Clasen,Corporate,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Wilson Jones,Los Angeles,California,West,2017-05-10,Second Class,0.20,6.00,0.35,19.00,5.94,0.32,8,6.70,Matthew ClasenLos Angeles,Low
2017-05-02,CA-2017-139010,7,Matthew Clasen,Corporate,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,Avery,Los Angeles,California,West,2017-05-10,Second Class,0.20,11.00,0.35,31.00,5.54,0.35,8,6.70,Matthew ClasenLos Angeles,Low
2017-05-02,CA-2017-139010,5,Matthew Clasen,Corporate,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Fellowes,Los Angeles,California,West,2017-05-10,Second Class,0.00,9.00,0.02,449.00,89.80,0.02,8,6.70,Matthew ClasenLos Angeles,Low
2017-05-03,CA-2017-139157,1,Greg Matthias,Consumer,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,Chromcraft,New York City,New York,East,2017-05-04,Standard Class,0.40,-116.00,-0.35,331.00,551.67,-0.35,1,10.09,Greg MatthiasNew York City,Loss
2017-05-03,CA-2017-139234,2,Art Ferguson,Consumer,Insertable Tab Post Binder Dividers,Office Supplies,Binders,Other,Chicago,Illinois,Central,2017-05-13,Standard Class,0.80,-5.00,-1.65,3.00,7.50,-1.67,10,13.20,Art FergusonChicago,Loss
2017-05-03,CA-2017-139234,2,Art Ferguson,Consumer,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Logitech,Chicago,Illinois,Central,2017-05-13,Standard Class,0.20,-3.00,-0.13,26.00,16.25,-0.12,10,13.20,Art FergusonChicago,Loss
2017-05-03,CA-2017-139269,2,Julia Barnett,Home Office,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,Wirebound,Columbus,Georgia,South,2017-05-13,Standard Class,0.00,9.00,0.48,19.00,9.50,0.47,10,6.86,Julia BarnettColumbus,Low
2017-05-03,CA-2017-139269,4,Julia Barnett,Home Office,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,Eldon,Columbus,Georgia,South,2017-05-13,Standard Class,0.00,6.00,0.25,25.00,6.25,0.24,10,6.86,Julia BarnettColumbus,Low
2017-05-03,CA-2017-139269,9,Julia Barnett,Home Office,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Fellowes,Columbus,Georgia,South,2017-05-13,Standard Class,0.00,152.00,0.12,"1,268.00",140.89,0.12,10,6.86,Julia BarnettColumbus,High
2017-05-03,CA-2017-139381,4,Roy Französisch,Consumer,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,Other,Chesapeake,Virginia,South,2017-05-06,Standard Class,0.00,8.00,0.27,30.00,7.50,0.27,3,9.62,Roy FranzösischChesapeake,Low
2017-05-03,CA-2017-139381,4,Roy Französisch,Consumer,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,Eureka,Chesapeake,Virginia,South,2017-05-06,Standard Class,0.00,55.00,0.27,204.00,51.00,0.27,3,9.62,Roy FranzösischChesapeake,High
2017-05-03,CA-2017-139395,5,Matthew Grinstein,Home Office,Newell 333,Office Supplies,Art,Newell,Jackson,Michigan,Central,2017-05-13,Standard Class,0.00,4.00,0.26,14.00,2.80,0.29,10,13.85,Matthew GrinsteinJackson,Low
2017-05-05,CA-2017-139395,2,Matthew Grinstein,Home Office,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,Fellowes,Jackson,Michigan,Central,2017-05-13,Standard Class,0.00,7.00,0.25,27.00,13.50,0.26,8,13.85,Matthew GrinsteinJackson,Low
2017-05-05,CA-2017-139395,4,Matthew Grinstein,Home Office,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,Westinghouse,Jackson,Michigan,Central,2017-05-13,Standard Class,0.00,9.00,0.26,33.00,8.25,0.27,8,13.85,Matthew GrinsteinJackson,Low
2017-05-05,CA-2017-139395,7,Matthew Grinstein,Home Office,Jabra SPEAK 410,Technology,Phones,Jabra,Jackson,Michigan,Central,2017-05-13,Standard Class,0.00,184.00,0.28,658.00,94.00,0.28,8,13.85,Matthew GrinsteinJackson,High
2017-05-05,CA-2017-139409,4,Fred Wasserman,Corporate,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Other,New York City,New York,East,2017-05-15,First Class,0.00,12.00,0.28,44.00,11.00,0.27,10,23.55,Fred WassermanNew York City,Low
2017-05-05,CA-2017-139549,4,Muhammed Yedwab,Corporate,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,Hon,El Cajon,California,West,2017-05-09,Standard Class,0.20,5.00,0.01,387.00,120.94,0.01,4,14.21,Muhammed YedwabEl Cajon,Low
2017-05-05,CA-2017-139556,3,Dennis Bolton,Home Office,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,Office Star,New York City,New York,East,2017-05-16,Standard Class,0.10,63.00,0.14,435.00,161.11,0.14,11,10.09,Dennis BoltonNew York City,High
2017-05-05,CA-2017-139689,3,Michael Paige,Corporate,Zipper Ring Binder Pockets,Office Supplies,Binders,Other,Bristol,Tennessee,South,2017-05-14,Standard Class,0.70,-2.00,-0.70,3.00,3.33,-0.67,9,6.55,Michael PaigeBristol,Loss
2017-05-05,CA-2017-139689,4,Michael Paige,Corporate,GBC Wire Binding Strips,Office Supplies,Binders,GBC,Bristol,Tennessee,South,2017-05-14,Standard Class,0.70,-28.00,-0.73,38.00,31.67,-0.74,9,6.55,Michael PaigeBristol,Loss
2017-05-05,CA-2017-139808,12,Mick Crebagga,Consumer,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,Alliance,Marysville,Washington,West,2017-05-06,Standard Class,0.00,1.00,0.01,93.00,7.75,0.01,1,13.87,Mick CrebaggaMarysville,Low
2017-05-05,CA-2017-139878,2,Lisa DeCherney,Consumer,Digium D40 VoIP phone,Technology,Phones,Other,Detroit,Michigan,Central,2017-05-06,Standard Class,0.00,75.00,0.29,258.00,129.00,0.29,1,5.45,Lisa DeCherneyDetroit,High
2017-05-05,CA-2017-139885,6,Ellis Ballard,Corporate,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,Belkin,New York City,New York,East,2017-05-10,Standard Class,0.00,0.00,0.00,213.00,35.50,0.00,5,10.09,Ellis BallardNew York City,Loss
2017-05-05,CA-2017-139934,7,Andy Yotov,Corporate,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Other,San Francisco,California,West,2017-05-13,First Class,0.20,7.00,0.10,67.00,11.96,0.10,8,16.04,Andy YotovSan Francisco,Low
2017-05-06,CA-2017-139941,3,Christy Brittain,Consumer,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Bionaire,Long Beach,New York,East,2017-05-07,Standard Class,0.00,18.00,0.35,53.00,17.67,0.34,1,8.84,Christy BrittainLong Beach,Low
2017-05-06,CA-2017-139941,3,Christy Brittain,Consumer,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,Other,Long Beach,New York,East,2017-05-07,Standard Class,0.00,42.00,0.45,93.00,31.00,0.45,1,8.84,Christy BrittainLong Beach,High
2017-05-06,CA-2017-139997,5,Eugene Moren,Home Office,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,Hewlett-Packard,Lehi,Utah,West,2017-05-07,First Class,0.00,450.00,0.30,"1,500.00",300.00,0.30,1,20.05,Eugene MorenLehi,High
2017-05-06,CA-2017-140018,7,Chloris Kastensmidt,Consumer,Texas Instrument TI-15 Fraction Calculator,Technology,Machines,Texas Instruments,Columbus,Ohio,East,2017-05-16,Standard Class,0.70,-24.00,-0.80,30.00,14.29,-0.80,10,6.86,Chloris KastensmidtColumbus,Loss
2017-05-06,CA-2017-140018,3,Chloris Kastensmidt,Consumer,"Computer Room Manger, 14""",Furniture,Furnishings,Other,Columbus,Ohio,East,2017-05-16,Standard Class,0.20,16.00,0.20,78.00,32.50,0.21,10,6.86,Chloris KastensmidtColumbus,Low
2017-05-06,CA-2017-140018,3,Chloris Kastensmidt,Consumer,"Global Value Steno Chair, Gray",Furniture,Chairs,Global,Columbus,Ohio,East,2017-05-16,Standard Class,0.30,-9.00,-0.07,128.00,60.95,-0.07,10,6.86,Chloris KastensmidtColumbus,Loss
2017-05-06,CA-2017-140046,3,Khloe Miller,Consumer,Avery 495,Office Supplies,Labels,Avery,Los Angeles,California,West,2017-05-09,Standard Class,0.00,9.00,0.46,19.00,6.33,0.47,3,14.86,Khloe MillerLos Angeles,Low
2017-05-07,CA-2017-140081,3,Catherine Glotzbach,Home Office,Xerox 202,Office Supplies,Paper,Xerox,Philadelphia,Pennsylvania,East,2017-05-15,Standard Class,0.20,5.00,0.35,16.00,6.67,0.31,8,7.98,Catherine GlotzbachPhiladelphia,Low
